# Zilocar analysis of NHTSA ODI complaints (FLAT_CMPL.txt, Last-Modified 2026-09-09 10:22 UTC, retrieved 2026-09-10).
# Universe: PROD_TYPE='V', model years 2015-2022, deduplicated on ODINO = 325,275 distinct complaints across 2,228 make/model labels.
# severe = CRASH='Y' OR INJURED>0 OR DEATHS>0, all self-reported and unverified.
# REVERSAL COLUMN: airbag-cited complaints are 4.9% of all complaints but 30.4% of severe ones, because an airbag complaint is near-definitionally crash-linked.
# severe_share_ex_airbag_pct removes every complaint citing AIR BAGS. Under it the Toyota Corolla falls from 1st (18.2%) to 5th (8.5%) and the Tesla Model X leads at 13.0%.
# Labels are exactly as NHTSA spells them, unmerged. Counts are distinct complaints, not vehicles or owners. No sales denominator exists in this file.
make,model,model_years,complaints,severe,severe_share_pct,crash_reports,injury_reports,death_reports,severe_citing_airbags,airbag_pct_of_severe,complaints_ex_airbag,severe_ex_airbag,severe_share_ex_airbag_pct
JAYCO TRAVEL TRAILER,JAY FLIGHT BUNGALOW,2017-2020,3,0,0.0,0,0,0,0,,3,0,0.0
JAYCO TRAVEL TRAILER,JAY FLIGHT SLX,2017-2022,24,0,0.0,0,0,0,0,,24,0,0.0
JAYCO TRAVEL TRAILER,JAY SERIES SPORT,2015-2016,5,0,0.0,0,0,0,0,,5,0,0.0
JAYCO TRAVEL TRAILER,OCTANE,2018-2021,2,0,0.0,0,0,0,0,,2,0,0.0
JAYCO TRAVEL TRAILER,OCTANE SUPER LITE,2016-2016,2,0,0.0,0,0,0,0,,2,0,0.0
JEEP,WRANGLER 4XE,2021-2022,7,0,0.0,0,0,0,0,,7,0,0.0
JERR-DAN,MEDIUM DUTY CARRIER,2020-2020,1,0,0.0,0,0,0,0,,1,0,0.0
KARAVAN,BOAT TRAILER,2020-2022,7,0,0.0,0,0,0,0,,7,0,0.0
KARAVAN,KARAVAN TRAILER,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
KARAVAN,KHD-2990-72-PR,2018-2018,1,0,0.0,0,0,0,0,,1,0,0.0
KARAVAN,TANDEM AXLE TRAILER,2016-2018,2,0,0.0,0,0,0,0,,2,0,0.0
KAUFMAN,MINI CAR HAULER,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
KAUFMAN,TRAILER,2018-2018,2,0,0.0,0,0,0,0,,2,0,0.0
KAUFMAN,WEDGE CAR HAULER,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
KAWASAKI,BRUTE FORCE 300,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
KAWASAKI,CONCOURS 14,2016-2021,7,0,0.0,0,0,0,0,,7,0,0.0
KAWASAKI,KL650,2022-2022,2,0,0.0,0,0,0,0,,2,0,0.0
KAWASAKI,KLR650,2017-2022,2,0,0.0,0,0,0,0,,2,0,0.0
KAWASAKI,KLX250,2019-2019,1,0,0.0,0,0,0,0,,1,0,0.0
KAWASAKI,NINJA,2018-2021,4,0,0.0,0,0,0,0,,4,0,0.0
KAWASAKI,NINJA 300,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
KAWASAKI,NINJA 650,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
KAWASAKI,NINJA H2,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
KAWASAKI,NINJA ZX-10R,2016-2022,4,0,0.0,0,0,0,0,,4,0,0.0
KAWASAKI,NINJA ZX-14R,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
KAWASAKI,NINJA ZX-6R,2015-2022,3,0,0.0,0,0,0,0,,3,0,0.0
KAWASAKI,VERSYS 650,2015-2016,3,0,0.0,0,0,0,0,,3,0,0.0
KAWASAKI,VULCAN 1700 VOYAGER,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
KAWASAKI,Z 650,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
KAWASAKI,Z125 PRO,2017-2018,2,0,0.0,0,0,0,0,,2,0,0.0
KAWASAKI,ZX10R,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
KENDON,MOTORCYCLE TRAILER,2021-2021,1,0,0.0,0,0,0,0,,1,0,0.0
KENTUCKY TRAILER,MV,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
KENWORTH,T170,2020-2020,1,0,0.0,0,0,0,0,,1,0,0.0
KENWORTH,T370,2018-2019,2,0,0.0,0,0,0,0,,2,0,0.0
KENWORTH,T440,2021-2021,1,0,0.0,0,0,0,0,,1,0,0.0
KEYSTONE,ARCADIA,2021-2022,6,0,0.0,0,0,0,0,,6,0,0.0
KEYSTONE,ASPEN TRAIL,2018-2021,3,0,0.0,0,0,0,0,,3,0,0.0
KEYSTONE,ATLAS,2020-2020,1,0,0.0,0,0,0,0,,1,0,0.0
KEYSTONE,AVALANCHE,2021-2022,3,0,0.0,0,0,0,0,,3,0,0.0
KEYSTONE,BULLET,2015-2021,16,0,0.0,0,0,0,0,,16,0,0.0
KEYSTONE,CARBON,2016-2021,8,0,0.0,0,0,0,0,,8,0,0.0
KEYSTONE,COLEMAN,2021-2021,1,0,0.0,0,0,0,0,,1,0,0.0
KEYSTONE,COUGAR,2015-2022,36,0,0.0,0,0,0,0,,36,0,0.0
KEYSTONE,CROSSROADS REDWOOD,2021-2022,2,0,0.0,0,0,0,0,,2,0,0.0
KEYSTONE,DUTCHMEN,2016-2016,2,0,0.0,0,0,0,0,,2,0,0.0
KEYSTONE,LAREDO,2015-2016,4,0,0.0,0,0,0,0,,4,0,0.0
KEYSTONE,MONTANA HIGH COUNTRY,2015-2021,11,0,0.0,0,0,0,0,,11,0,0.0
KEYSTONE,OUTBACK,2016-2022,11,0,0.0,0,0,0,0,,11,0,0.0
KEYSTONE,PASSPORT,2017-2022,5,0,0.0,0,0,0,0,,5,0,0.0
KEYSTONE,RAPTOR,2015-2022,10,0,0.0,0,0,0,0,,10,0,0.0
KEYSTONE,RESIDENCE,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
KEYSTONE,RETREAT,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
KEYSTONE,SPRINGDALE,2015-2021,9,0,0.0,0,0,0,0,,9,0,0.0
KEYSTONE,SPRINTER,2015-2020,5,0,0.0,0,0,0,0,,5,0,0.0
KEYSTONE,SUMMERLAND,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
KEYSTONE,SUNSET TRAIL,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
KEYSTONE,TRAVEL TRAILER,2020-2020,2,0,0.0,0,0,0,0,,2,0,0.0
KEYSTONE,VOLTAGE,2020-2020,2,0,0.0,0,0,0,0,,2,0,0.0
KIA,FORTE KOUP,2016-2016,2,0,0.0,0,0,0,0,,2,0,0.0
KIA,SORENTO HYBRID,2021-2022,33,0,0.0,0,0,0,0,,32,0,0.0
KL MANUFACTURING,TRAILER,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
KME,COMMERCIAL RESCUE,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
KME,PREDATOR AERIAL,2018-2018,1,0,0.0,0,0,0,0,,1,0,0.0
KTM,1090 ADVENTURE R,2018-2020,3,0,0.0,0,0,0,0,,3,0,0.0
KTM,1190 ADVENTURE,2015-2016,7,0,0.0,0,0,0,0,,7,0,0.0
KTM,1290 SUPER ADVENTURE,2015-2016,3,0,0.0,0,0,0,0,,3,0,0.0
KTM,1290 SUPER ADVENTURE R,2018-2021,4,0,0.0,0,0,0,0,,4,0,0.0
KTM,1290 SUPER ADVENTURE S,2019-2022,5,0,0.0,0,0,0,0,,5,0,0.0
KTM,1290 SUPER DUKE GT,2016-2017,3,0,0.0,0,0,0,0,,3,0,0.0
KTM,390 ADVENTURE,2020-2022,8,0,0.0,0,0,0,0,,8,0,0.0
KTM,390 DUKE,2015-2018,7,0,0.0,0,0,0,0,,7,0,0.0
KTM,500 EXC,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
KTM,690 DUKE,2015-2018,26,0,0.0,0,0,0,0,,26,0,0.0
KTM,690 ENDURO R,2015-2022,12,0,0.0,0,0,0,0,,12,0,0.0
KTM,690 SMC R,2019-2022,7,0,0.0,0,0,0,0,,7,0,0.0
KTM,790 ADVENTURE,2019-2020,23,0,0.0,0,0,0,0,,23,0,0.0
KTM,790 ADVENTURE R RALLY,2020-2020,2,0,0.0,0,0,0,0,,2,0,0.0
KTM,790 DUKE,2019-2019,1,0,0.0,0,0,0,0,,1,0,0.0
KTM,890 ADVENTURE,2021-2021,1,0,0.0,0,0,0,0,,1,0,0.0
KTM,890 ADVENTURE R,2021-2022,4,0,0.0,0,0,0,0,,4,0,0.0
KTM,890 ADVENTURE R RALLY,2021-2021,1,0,0.0,0,0,0,0,,1,0,0.0
KTM,890 DUKE,2021-2022,3,0,0.0,0,0,0,0,,3,0,0.0
KTM,890 DUKE R,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
KTM,ENDURO,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
KTM,LC4 DUKE,2016-2017,4,0,0.0,0,0,0,0,,4,0,0.0
KTM,RC 390,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
KTM,V-TWIN RC8 SUPER DUKE R,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
KYMCO,LIKE 150I,2018-2019,2,0,0.0,0,0,0,0,,2,0,0.0
KYMCO,SPADE,2018-2018,1,0,0.0,0,0,0,0,,1,0,0.0
KYMCO,SUPER 8-150 X,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
KZ-RV,GOLD,2017-2018,2,0,0.0,0,0,0,0,,2,0,0.0
KZRV,CAMPLITE,2020-2020,1,0,0.0,0,0,0,0,,1,0,0.0
KZRV,DURANGO GOLD,2018-2021,2,0,0.0,0,0,0,0,,2,0,0.0
KZRV,SONIC,2018-2021,2,0,0.0,0,0,0,0,,2,0,0.0
KZRV,SONIC LITE,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
KZRV,SPORTSMEN,2016-2021,8,0,0.0,0,0,0,0,,8,0,0.0
KZRV,SPORTSMEN LE,2018-2021,2,0,0.0,0,0,0,0,,2,0,0.0
KZRV,SPORTSTER,2020-2020,1,0,0.0,0,0,0,0,,1,0,0.0
KZRV,SPORTTREK,2016-2022,7,0,0.0,0,0,0,0,,7,0,0.0
KZRV,SPREE,2019-2021,3,0,0.0,0,0,0,0,,3,0,0.0
KZRV,STRATUS,2021-2021,3,0,0.0,0,0,0,0,,3,0,0.0
KZRV,VENOM,2017-2017,2,0,0.0,0,0,0,0,,2,0,0.0
LAKOTA,BIGHORN,2020-2020,1,0,0.0,0,0,0,0,,1,0,0.0
LAMBORGHINI,AVENTADOR S,2018-2018,1,0,0.0,0,0,0,0,,1,0,0.0
LAMBORGHINI,HURACAN,2020-2020,1,0,0.0,0,0,0,0,,1,0,0.0
LAMBORGHINI,URUS,2019-2022,2,0,0.0,0,0,0,0,,2,0,0.0
LANCE,1685,2019-2019,1,0,0.0,0,0,0,0,,1,0,0.0
LANCE,1995,2016-2018,2,0,0.0,0,0,0,0,,2,0,0.0
LANCE,200I,2021-2021,1,0,0.0,0,0,0,0,,1,0,0.0
LANCE,2285,2018-2018,1,0,0.0,0,0,0,0,,1,0,0.0
LANCE,2295,2018-2018,1,0,0.0,0,0,0,0,,1,0,0.0
LANCE,2375,2018-2018,1,0,0.0,0,0,0,0,,1,0,0.0
LANCE,TRAVEL TRAILER,2018-2021,11,0,0.0,0,0,0,0,,11,0,0.0
LANCE CAMPER,LANCE CAMPER,2018-2019,7,0,0.0,0,0,0,0,,7,0,0.0
LANCE CAMPER,TRUCK CAMPER (1172),2019-2020,5,0,0.0,0,0,0,0,,5,0,0.0
LAND ROVER,LR2,2015-2015,6,0,0.0,0,0,0,0,,5,0,0.0
LARK,CARGO TRAILER,2017-2017,3,0,0.0,0,0,0,0,,3,0,0.0
LARK,CARGO TRAILER VT508SA,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
LEISURE TRAVEL VAN,UNITY,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
LEXUS,GS 200T,2016-2016,2,0,0.0,0,0,0,0,,2,0,0.0
LEXUS,IS 250C,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
LEXUS,IS200T,2016-2017,16,0,0.0,0,0,0,0,,14,0,0.0
LEXUS,LC,2018-2021,3,0,0.0,0,0,0,0,,3,0,0.0
LEXUS,LC500,2018-2021,7,0,0.0,0,0,0,0,,7,0,0.0
LEXUS,LS HYBRID,2019-2019,3,0,0.0,0,0,0,0,,3,0,0.0
LEXUS,LX,2017-2022,9,0,0.0,0,0,0,0,,9,0,0.0
LEXUS,LX570,2016-2019,5,0,0.0,0,0,0,0,,2,0,0.0
LEXUS,NX450H+,2022-2022,2,0,0.0,0,0,0,0,,2,0,0.0
LEXUS,RC 200T,2015-2017,6,0,0.0,0,0,0,0,,6,0,0.0
LEXUS,RC F,2015-2017,12,0,0.0,0,0,0,0,,11,0,0.0
LGS INDUSTRIES,LOOK,2019-2020,2,0,0.0,0,0,0,0,,2,0,0.0
LIGHTNING EMOTORS,FORD E-450,2018-2018,1,0,0.0,0,0,0,0,,1,0,0.0
LIVEWIRE,LIVEWIRE,2020-2020,9,0,0.0,0,0,0,0,,9,0,0.0
LIVIN LITE,LIVIN LITE,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
LIVIN LITE,QUICKSILVER,2018-2018,3,0,0.0,0,0,0,0,,3,0,0.0
LIVIN LITE,QUICKSILVER 6.0,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
LIVIN LITE,TRAIL TRAILER,2015-2019,3,0,0.0,0,0,0,0,,3,0,0.0
LIVIN' LITE,CAMPLITE,2017-2018,7,0,0.0,0,0,0,0,,7,0,0.0
LOAD RITE,LOAD RITE TRAILER,2020-2020,1,0,0.0,0,0,0,0,,1,0,0.0
LOAD TRAIL,FLAT TRAILER 40FT,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
LOAD TRAIL,LOAD TRAIL,2017-2017,3,0,0.0,0,0,0,0,,3,0,0.0
LOAD TRAIL,S-TRLR,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
LOAD TRAIL,TANDEM AXLE DUMP,2018-2018,1,0,0.0,0,0,0,0,,1,0,0.0
LOGAN COACH,LOGAN COACH,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
LOOK,CARGO TRAILER,2016-2018,3,0,0.0,0,0,0,0,,3,0,0.0
LOTUS,EVORA,2017-2018,4,0,0.0,0,0,0,0,,4,0,0.0
MAC TRAILERS,WASTE TRAILER,2019-2019,1,0,0.0,0,0,0,0,,1,0,0.0
MACK,CXU,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
MACK,GRANITE (GR),2019-2022,6,0,0.0,0,0,0,0,,6,0,0.0
MACK,GU,2015-2018,2,0,0.0,0,0,0,0,,2,0,0.0
MACK,LR,2019-2019,1,0,0.0,0,0,0,0,,1,0,0.0
MACK,MRU,2018-2018,1,0,0.0,0,0,0,0,,1,0,0.0
MACK,PINNACLE (CHU),2020-2020,1,0,0.0,0,0,0,0,,1,0,0.0
MAHINDRA,GENZE 2.0,2016-2016,2,0,0.0,0,0,0,0,,2,0,0.0
MASERATI,GRANTURISMO,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
MASERATI,LEVANTE S,2017-2017,3,0,0.0,0,0,0,0,,3,0,0.0
MASSEY,2606H,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
MASTER TOW,MASTER TOW,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
MASTERCRAFT,BOAT TRAILER,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
MAXEY TRAILERS,MAXEY TRAILERS,2021-2021,2,0,0.0,0,0,0,0,,2,0,0.0
MAZDA,!MX-5,2019-2019,3,0,0.0,0,0,0,0,,3,0,0.0
MCI,D4505,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
MCLAREN,570,2016-2017,3,0,0.0,0,0,0,0,,3,0,0.0
MCLAREN,570 GT,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
MCLAREN,570S,2019-2019,1,0,0.0,0,0,0,0,,1,0,0.0
MCLAREN,600LT,2020-2020,2,0,0.0,0,0,0,0,,2,0,0.0
MCLAREN,650S,2015-2015,2,0,0.0,0,0,0,0,,1,0,0.0
MCLAREN,720S,2018-2019,2,0,0.0,0,0,0,0,,2,0,0.0
MERCEDES BENZ,B-CLASS ELECTRIC,2015-2016,30,0,0.0,0,0,0,0,,29,0,0.0
MERCEDES BENZ,C 300 4MATIC,2018-2018,12,0,0.0,0,0,0,0,,11,0,0.0
MERCEDES BENZ,C190,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
MERCEDES BENZ,C205,2019-2019,1,0,0.0,0,0,0,0,,0,0,
MERCEDES BENZ,GLC,2016-2016,5,0,0.0,0,0,0,0,,5,0,0.0
MERCEDES BENZ,SPRINTER 3500,2015-2015,16,0,0.0,0,0,0,0,,14,0,0.0
MERCEDES ROYALE,SPRINTER COACH,2015-2017,23,0,0.0,0,0,0,0,,14,0,0.0
MERCEDES-BENZ,A 220 4MATIC,2019-2021,2,0,0.0,0,0,0,0,,2,0,0.0
MERCEDES-BENZ,AMG C63 S,2019-2021,2,0,0.0,0,0,0,0,,2,0,0.0
MERCEDES-BENZ,AMG C63S,2015-2018,8,0,0.0,0,0,0,0,,8,0,0.0
MERCEDES-BENZ,AMG CLA45,2015-2022,12,0,0.0,0,0,0,0,,11,0,0.0
MERCEDES-BENZ,AMG CLS53,2019-2021,8,0,0.0,0,0,0,0,,8,0,0.0
MERCEDES-BENZ,AMG CLS63,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
MERCEDES-BENZ,AMG E43,2017-2018,12,0,0.0,0,0,0,0,,12,0,0.0
MERCEDES-BENZ,AMG G63,2017-2022,7,0,0.0,0,0,0,0,,7,0,0.0
MERCEDES-BENZ,AMG GLA35,2021-2021,1,0,0.0,0,0,0,0,,1,0,0.0
MERCEDES-BENZ,AMG GLB35,2021-2022,7,0,0.0,0,0,0,0,,7,0,0.0
MERCEDES-BENZ,AMG GLC63 S,2020-2020,1,0,0.0,0,0,0,0,,1,0,0.0
MERCEDES-BENZ,AMG GLE53,2021-2022,29,0,0.0,0,0,0,0,,29,0,0.0
MERCEDES-BENZ,AMG GLE63 S,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
MERCEDES-BENZ,AMG GT,2016-2021,18,0,0.0,0,0,0,0,,18,0,0.0
MERCEDES-BENZ,AMG GT S,2016-2016,4,0,0.0,0,0,0,0,,4,0,0.0
MERCEDES-BENZ,AMG GT43,2022-2022,2,0,0.0,0,0,0,0,,2,0,0.0
MERCEDES-BENZ,AMG GT53,2019-2021,4,0,0.0,0,0,0,0,,4,0,0.0
MERCEDES-BENZ,AMG S63 4MATIC,2015-2016,2,0,0.0,0,0,0,0,,2,0,0.0
MERCEDES-BENZ,AMG SL63,2018-2022,5,0,0.0,0,0,0,0,,5,0,0.0
MERCEDES-BENZ,AMG SLC43,2020-2020,1,0,0.0,0,0,0,0,,1,0,0.0
MERCEDES-BENZ,B 250E,2015-2017,27,0,0.0,0,0,0,0,,25,0,0.0
MERCEDES-BENZ,C 300 4MATIC,2021-2021,1,0,0.0,0,0,0,0,,0,0,
MERCEDES-BENZ,C 350,2020-2020,1,0,0.0,0,0,0,0,,0,0,
MERCEDES-BENZ,C 350 E,2018-2018,2,0,0.0,0,0,0,0,,2,0,0.0
MERCEDES-BENZ,C200,2015-2015,29,0,0.0,0,0,0,0,,27,0,0.0
MERCEDES-BENZ,C220,2015-2015,4,0,0.0,0,0,0,0,,4,0,0.0
MERCEDES-BENZ,C350,2015-2017,7,0,0.0,0,0,0,0,,4,0,0.0
MERCEDES-BENZ,C350E,2016-2017,11,0,0.0,0,0,0,0,,11,0,0.0
MERCEDES-BENZ,C400,2015-2015,10,0,0.0,0,0,0,0,,10,0,0.0
MERCEDES-BENZ,C450,2016-2017,19,0,0.0,0,0,0,0,,19,0,0.0
MERCEDES-BENZ,CLA 250 4MATIC,2020-2020,1,0,0.0,0,0,0,0,,1,0,0.0
MERCEDES-BENZ,CLS400,2015-2015,8,0,0.0,0,0,0,0,,8,0,0.0
MERCEDES-BENZ,CLS550,2015-2017,2,0,0.0,0,0,0,0,,2,0,0.0
MERCEDES-BENZ,E 400 4MATIC,2018-2018,2,0,0.0,0,0,0,0,,2,0,0.0
MERCEDES-BENZ,E 450 4MATIC,2019-2020,6,0,0.0,0,0,0,0,,6,0,0.0
MERCEDES-BENZ,E 450 4MATIC COUPE,2019-2019,1,0,0.0,0,0,0,0,,1,0,0.0
MERCEDES-BENZ,E207,2016-2016,1,0,0.0,0,0,0,0,,0,0,
MERCEDES-BENZ,E250,2015-2016,6,0,0.0,0,0,0,0,,5,0,0.0
MERCEDES-BENZ,E43 AMG,2018-2018,4,0,0.0,0,0,0,0,,4,0,0.0
MERCEDES-BENZ,E550,2015-2017,5,0,0.0,0,0,0,0,,3,0,0.0
MERCEDES-BENZ,EQB 300 4MATIC,2022-2022,8,0,0.0,0,0,0,0,,8,0,0.0
MERCEDES-BENZ,EQB 350 4MATIC,2022-2022,9,0,0.0,0,0,0,0,,9,0,0.0
MERCEDES-BENZ,EQS 580 4MATIC,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
MERCEDES-BENZ,G550,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
MERCEDES-BENZ,G63,2015-2017,7,0,0.0,0,0,0,0,,5,0,0.0
MERCEDES-BENZ,GL550,2015-2016,8,0,0.0,0,0,0,0,,8,0,0.0
MERCEDES-BENZ,GL63,2015-2016,4,0,0.0,0,0,0,0,,4,0,0.0
MERCEDES-BENZ,GLA 250 4MATIC,2021-2021,2,0,0.0,0,0,0,0,,2,0,0.0
MERCEDES-BENZ,GLB 200,2020-2020,1,0,0.0,0,0,0,0,,0,0,
MERCEDES-BENZ,GLB 250 4MATIC,2020-2022,8,0,0.0,0,0,0,0,,6,0,0.0
MERCEDES-BENZ,GLC 350 E,2018-2020,4,0,0.0,0,0,0,0,,4,0,0.0
MERCEDES-BENZ,GLC350E,2019-2019,8,0,0.0,0,0,0,0,,8,0,0.0
MERCEDES-BENZ,GLE 350 4MATIC,2021-2022,10,0,0.0,0,0,0,0,,10,0,0.0
MERCEDES-BENZ,GLE 350 E,2020-2021,2,0,0.0,0,0,0,0,,2,0,0.0
MERCEDES-BENZ,GLE 400,2017-2019,8,0,0.0,0,0,0,0,,8,0,0.0
MERCEDES-BENZ,GLE 450 4MATIC,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
MERCEDES-BENZ,GLE 580,2020-2021,7,0,0.0,0,0,0,0,,7,0,0.0
MERCEDES-BENZ,GLE292 COUPE,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
MERCEDES-BENZ,GLE350D,2016-2016,6,0,0.0,0,0,0,0,,6,0,0.0
MERCEDES-BENZ,GLE63S,2016-2016,2,0,0.0,0,0,0,0,,2,0,0.0
MERCEDES-BENZ,GLK250,2015-2015,19,0,0.0,0,0,0,0,,12,0,0.0
MERCEDES-BENZ,GLS 550,2018-2019,8,0,0.0,0,0,0,0,,8,0,0.0
MERCEDES-BENZ,GLS 580 4MATIC,2020-2022,3,0,0.0,0,0,0,0,,3,0,0.0
MERCEDES-BENZ,GLS550,2017-2017,6,0,0.0,0,0,0,0,,6,0,0.0
MERCEDES-BENZ,S 560,2020-2020,1,0,0.0,0,0,0,0,,1,0,0.0
MERCEDES-BENZ,S 560 4MATIC,2018-2020,7,0,0.0,0,0,0,0,,7,0,0.0
MERCEDES-BENZ,S 560 E,2019-2020,5,0,0.0,0,0,0,0,,4,0,0.0
MERCEDES-BENZ,S500E,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
MERCEDES-BENZ,S550 HYBRID,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
MERCEDES-BENZ,S560,2018-2019,18,0,0.0,0,0,0,0,,18,0,0.0
MERCEDES-BENZ,S63,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
MERCEDES-BENZ,SL 450,2018-2020,2,0,0.0,0,0,0,0,,2,0,0.0
MERCEDES-BENZ,SL400,2015-2016,3,0,0.0,0,0,0,0,,3,0,0.0
MERCEDES-BENZ,SL550,2015-2017,6,0,0.0,0,0,0,0,,6,0,0.0
MERCEDES-BENZ,SLC 300,2018-2020,3,0,0.0,0,0,0,0,,3,0,0.0
MERCEDES-BENZ,SLC300,2017-2017,4,0,0.0,0,0,0,0,,4,0,0.0
MERCEDES-BENZ,SLK250,2015-2015,4,0,0.0,0,0,0,0,,4,0,0.0
MERCEDES-BENZ,SLK300,2016-2016,2,0,0.0,0,0,0,0,,2,0,0.0
MERCEDES-MAYBACH,S 560 4MATIC,2018-2019,8,0,0.0,0,0,0,0,,7,0,0.0
MERCEDES-MAYBACH,S 580,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
MERCEDES-MAYBACH,S 680,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
MERCEDES-MAYBACH,S550,2017-2017,2,0,0.0,0,0,0,0,,2,0,0.0
MERHOW,MERHOW,2020-2020,1,0,0.0,0,0,0,0,,1,0,0.0
MIDWEST AUTOMOTIVE DESIGN,DAYCRUISER,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
MIDWEST AUTOMOTIVE DESIGN,PASSAGE,2019-2019,1,0,0.0,0,0,0,0,,1,0,0.0
MIDWEST AUTOMOTIVE DESIGN,WEEKENDER,2019-2019,1,0,0.0,0,0,0,0,,1,0,0.0
MINI,COOPER S CLUBMAN,2020-2020,1,0,0.0,0,0,0,0,,1,0,0.0
MINI,COOPER SE,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
MINI,PACEMAN,2015-2015,2,0,0.0,0,0,0,0,,2,0,0.0
MITSUBISHI,I-MIEV,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
MITSUBISHI,LANCER EVOLUTION,2015-2015,3,0,0.0,0,0,0,0,,3,0,0.0
MITSUBISHI FUSO,FE140G,2019-2019,1,0,0.0,0,0,0,0,,1,0,0.0
MOBILITY VENTURES,MV-1,2015-2016,4,0,0.0,0,0,0,0,,4,0,0.0
MOBILITY WORKS,CHEVY EXPRESS 2500,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
MOBILITY WORKS,FORD E-350,2015-2015,3,0,0.0,0,0,0,0,,3,0,0.0
MORITZ,FH+10,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
MOTO GUZZI,ELDORADO,2016-2016,2,0,0.0,0,0,0,0,,2,0,0.0
MOTO GUZZI,V7,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
MOTO GUZZI,V7 III,2017-2017,2,0,0.0,0,0,0,0,,2,0,0.0
MOTO GUZZI,V85 TT,2020-2021,3,0,0.0,0,0,0,0,,3,0,0.0
MOTO GUZZI,V9,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
MOTUS MOTORCYCLES,MST,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
MV AGUSTA,B1,2018-2018,2,0,0.0,0,0,0,0,,2,0,0.0
MV AGUSTA,BRUTALE 800 DRAGSTER RC,2018-2018,1,0,0.0,0,0,0,0,,1,0,0.0
MV AGUSTA,F1,2021-2021,2,0,0.0,0,0,0,0,,2,0,0.0
NEW FLYER,XCELSIOR,2018-2022,2,0,0.0,0,0,0,0,,2,0,0.0
NEWMAR,BAY STAR,2016-2022,23,0,0.0,0,0,0,0,,23,0,0.0
NEWMAR,BAY STAR SPORT,2021-2021,5,0,0.0,0,0,0,0,,5,0,0.0
