make,model,my_window,total_complaints,severe_complaints,crash_reports,injury_reports,death_reports,severe_share_pct
FORD,E-450,2015-2022,84,3,2,1,0,3.6
INFINITI,QX80,2015-2022,92,3,3,3,0,3.3
GMC,YUKON DENALI XL,2015-2022,100,3,2,1,0,3.0
FORD,ESCAPE PHEV,2015-2022,101,3,2,2,0,3.0
GRAND DESIGN,REFLECTION,2015-2022,132,3,1,2,0,2.3
JAGUAR,I-PACE,2015-2022,205,3,3,0,0,1.5
POLESTAR,POLESTAR 2,2015-2022,452,3,3,0,0,0.7
MERCEDES-BENZ,E63,2015-2022,2,2,2,1,1,100.0
TRIUMPH,SPEED TRIPLE RR,2015-2022,2,2,2,2,0,100.0
KENWORTH,W900,2015-2022,3,2,2,1,0,66.7
MERCEDES-BENZ,GLE550E,2015-2022,4,2,2,0,0,50.0
MERCEDES-BENZ,AMG EQS,2015-2022,4,2,1,1,0,50.0
ALLIANCE RV,VALOR,2015-2022,4,2,0,2,0,50.0
HARLEY-DAVIDSON,XG750A,2015-2022,5,2,2,2,0,40.0
ISUZU,NPR,2015-2022,5,2,2,0,0,40.0
FOREST RIVER,AVENGER,2015-2022,5,2,1,1,0,40.0
MERCEDES-BENZ,GLS580,2015-2022,5,2,1,2,0,40.0
AUDI,Q4 E-TRON SPORTBACK,2015-2022,5,2,2,1,0,40.0
SCION,XB,2015-2022,6,2,2,1,0,33.3
RIVIAN,R1S,2015-2022,6,2,2,2,0,33.3
HARLEY-DAVIDSON,XL883N,2015-2022,7,2,2,2,0,28.6
KENWORTH,T880,2015-2022,7,2,2,0,0,28.6
LEXUS,NX HYBRID,2015-2022,8,2,2,0,0,25.0
INFINITI,Q40,2015-2022,8,2,1,1,0,25.0
SUZUKI,GSX-R1000,2015-2022,8,2,2,2,0,25.0
LEXUS,UX HYBRID,2015-2022,8,2,2,0,0,25.0
INDIAN,CHIEFTAIN,2015-2022,9,2,2,2,0,22.2
FERRARI,488 GTB,2015-2022,9,2,2,2,0,22.2
SONDORS,METACYCLE,2015-2022,9,2,2,2,0,22.2
HONDA,CRF1000D,2015-2022,10,2,1,2,0,20.0
MERCEDES-BENZ,ML250,2015-2022,10,2,2,2,0,20.0
MERCEDES-BENZ,AMG S63,2015-2022,10,2,2,1,0,20.0
JAYCO,GREYHAWK,2015-2022,11,2,0,2,0,18.2
INTERNATIONAL,LT,2015-2022,11,2,1,2,0,18.2
HONDA,CRF1100,2015-2022,11,2,2,0,0,18.2
BMW,640I,2015-2022,12,2,2,1,0,16.7
MERCEDES-BENZ,C250,2015-2022,13,2,2,2,0,15.4
VOLVO,S80,2015-2022,13,2,1,1,0,15.4
HARLEY-DAVIDSON,FLRT,2015-2022,13,2,1,2,0,15.4
LEXUS,NX200,2015-2022,14,2,1,2,0,14.3
CHEVROLET,CAPTIVA,2015-2022,14,2,1,2,0,14.3
TOYOTA,86,2015-2022,14,2,2,1,0,14.3
MERCEDES-BENZ,GLS 450 4MATIC,2015-2022,14,2,2,0,0,14.3
PETERBILT,389,2015-2022,16,2,1,0,1,12.5
POLARIS,SPORTSMAN 1000XP,2015-2022,16,2,0,2,0,12.5
MERCEDES-BENZ,AMG E53,2015-2022,16,2,2,1,0,12.5
BMW,328XI,2015-2022,18,2,1,2,0,11.1
INFINITI,Q70,2015-2022,18,2,1,1,0,11.1
MERCEDES-BENZ,S550 4MATIC,2015-2022,19,2,2,1,0,10.5
PORSCHE,MACAN S,2015-2022,20,2,2,2,0,10.0
CHEVROLET,SPARK EV,2015-2022,21,2,2,1,0,9.5
ENTEGRA,ASPIRE,2015-2022,21,2,2,0,0,9.5
THOR MOTOR COACH,OUTLAW,2015-2022,21,2,1,1,0,9.5
TOYOTA,GR86,2015-2022,21,2,1,1,0,9.5
TOYOTA,AVALON HYBRID,2015-2022,22,2,2,1,0,9.1
WINNEBAGO,TRAVATO,2015-2022,23,2,1,1,0,8.7
LEXUS,GS 350,2015-2022,23,2,2,1,0,8.7
BMW,330E,2015-2022,23,2,1,2,0,8.7
AUDI,Q5 SPORTBACK,2015-2022,23,2,1,2,0,8.7
FLEETWOOD,BOUNDER,2015-2022,25,2,1,1,0,8.0
LEXUS,NX300,2015-2022,25,2,2,2,0,8.0
FOREST RIVER,VENGEANCE,2015-2022,26,2,0,2,0,7.7
GMC,SAVANA,2015-2022,26,2,2,0,0,7.7
MERCEDES-BENZ,SPRINTER 1500,2015-2022,26,2,2,0,0,7.7
MERCEDES-BENZ,EQS 450,2015-2022,26,2,2,1,0,7.7
SUBARU,BRZ,2015-2022,27,2,2,0,0,7.4
MASERATI,LEVANTE,2015-2022,27,2,2,1,0,7.4
HYUNDAI,SANTA FE PLUG-IN HYBRID,2015-2022,27,2,2,0,0,7.4
MERCEDES-BENZ,E 350,2015-2022,29,2,0,2,0,6.9
BMW,740I,2015-2022,31,2,1,1,0,6.5
HONDA,CLARITY ELECTRIC,2015-2022,31,2,2,0,0,6.5
VOLVO,S90,2015-2022,32,2,2,1,0,6.2
JAGUAR,XF,2015-2022,33,2,2,1,0,6.1
LEXUS,GX,2015-2022,33,2,2,1,0,6.1
KEYSTONE,KEYSTONE,2015-2022,33,2,0,2,0,6.1
CHRYSLER,VOYAGER,2015-2022,33,2,2,1,0,6.1
FOREST RIVER,FLAGSTAFF,2015-2022,38,2,1,2,0,5.3
LINCOLN,MKZ HYBRID,2015-2022,39,2,2,2,0,5.1
HARLEY-DAVIDSON,FLHTK,2015-2022,40,2,2,2,0,5.0
KTM,790 ADVENTURE R,2015-2022,44,2,1,1,0,4.5
FOREST RIVER,SHASTA,2015-2022,49,2,0,2,0,4.1
FOREST RIVER,WILDWOOD,2015-2022,52,2,0,2,0,3.8
CHEVROLET,CHEVEROLET SS,2015-2022,52,2,1,1,0,3.8
VOLKSWAGEN,E-GOLF,2015-2022,53,2,0,2,0,3.8
CADILLAC,XT4,2015-2022,53,2,2,0,0,3.8
TOYOTA,HIGHLANDER HYBRID,2015-2022,54,2,1,1,0,3.7
HYUNDAI,SANTA FE HYBRID,2015-2022,57,2,2,0,0,3.5
VOLKSWAGEN,CC,2015-2022,60,2,2,2,0,3.3
KIA,K900,2015-2022,68,2,1,1,0,2.9
AUDI,A7,2015-2022,75,2,1,2,0,2.7
RAM,PROMASTER CITY,2015-2022,100,2,2,1,0,2.0
FOREST RIVER,CHEROKEE,2015-2022,129,2,2,0,0,1.6
MERCEDES-BENZ,METRIS,2015-2022,209,2,1,1,0,1.0
HARLEY-DAVIDSON,FLHXI,2015-2022,1,1,1,0,0,100.0
RZR,900,2015-2022,1,1,1,1,0,100.0
TRIUMPH,THRUXTON ACE,2015-2022,1,1,1,1,0,100.0
HONDA,VT1300,2015-2022,1,1,1,1,0,100.0
ROKETA,YOUNGFU,2015-2022,1,1,1,1,0,100.0
NEW FLYER,XT40,2015-2022,1,1,0,1,0,100.0
BMW,750LXI,2015-2022,1,1,1,0,0,100.0
ICEBEAR,PST300-19,2015-2022,1,1,1,1,0,100.0
YAMAHA,YZFR1S,2015-2022,1,1,1,1,0,100.0
BMW,428XI,2015-2022,1,1,1,1,0,100.0
TAOTAO,ATM50-A,2015-2022,1,1,1,1,0,100.0
APRILIA,SHIVER 750,2015-2022,1,1,1,1,0,100.0
YAMAHA,YZF-R6C,2015-2022,1,1,1,1,0,100.0
SCION,IQ,2015-2022,1,1,1,0,0,100.0
NEW FLYER,XD60,2015-2022,1,1,1,0,0,100.0
MCLAREN,MP4-12C SPIDER,2015-2022,1,1,1,1,0,100.0
FREIGHTLINER,1085D,2015-2022,1,1,1,0,0,100.0
TAOTAO,RACER50,2015-2022,1,1,0,1,0,100.0
ISUZU,NRR,2015-2022,1,1,1,0,1,100.0
JAYCO TRAVEL TRAILER,HUMMINGBIRD,2015-2022,1,1,1,0,0,100.0
MERCEDES-BENZ,C 250 D,2015-2022,1,1,1,1,0,100.0
IRONBULL,DDG22,2015-2022,1,1,1,0,0,100.0
HARLEY-DAVIDSON,FLS,2015-2022,1,1,0,1,0,100.0
CAN-AM,DEFENDER,2015-2022,1,1,1,0,0,100.0
TRIUMPH,SCRAMBLER,2015-2022,1,1,0,1,0,100.0
IRONBULL,NORSTAR TRAILER,2015-2022,1,1,1,1,0,100.0
ROYAL ENFIELD,BULLET ELECTRA EFI,2015-2022,1,1,0,1,0,100.0
DUCATI,PANIGALE R,2015-2022,1,1,1,1,0,100.0
HARLEY-DAVIDSON,FLSTN,2015-2022,1,1,1,1,0,100.0
YAMAHA,YZ250F,2015-2022,1,1,1,0,0,100.0
TRIUMPH,TIGER 1200 XRX,2015-2022,1,1,1,1,0,100.0
MAC TRAILERS,DUMP TRAILER,2015-2022,1,1,1,0,0,100.0
INTERNATIONAL,DURASTAR,2015-2022,1,1,1,1,0,100.0
KENWORTH,T270,2015-2022,1,1,1,0,1,100.0
HARLEY-DAVIDSON,FLSL,2015-2022,1,1,0,1,0,100.0
POLARIS,SLINGSHOT S,2015-2022,1,1,1,1,0,100.0
INNOVATIVE SPECIALTIES,INNOVATIVE SPECIALTIES,2015-2022,1,1,1,0,0,100.0
CHEVROLET,ONIX,2015-2022,1,1,1,1,0,100.0
LEXUS,NX350H,2015-2022,1,1,1,0,0,100.0
SUZUKI,GSX-S1000GT,2015-2022,1,1,1,1,0,100.0
HONDA,ADV150,2015-2022,1,1,0,1,0,100.0
T.A. PELSUE COMPANY,TRADESMAN FIBERLITE XL,2015-2022,1,1,1,0,0,100.0
CHRYSLER,300 AWD,2015-2022,1,1,1,1,0,100.0
HME,RAM 5500,2015-2022,1,1,1,0,0,100.0
ICON EV,I20,2015-2022,1,1,0,1,0,100.0
VMI OFFROAD,XTENDER COMPASS,2015-2022,1,1,1,0,0,100.0
INTERNATIONAL,WORKSTAR,2015-2022,1,1,1,0,0,100.0
ICE CASTLE,FISH HOUSE,2015-2022,1,1,1,0,0,100.0
MERCEDES-BENZ,AMG EQS 53,2015-2022,1,1,1,0,0,100.0
LAND ROVER,RANGE ROVER PHEV,2015-2022,1,1,1,0,0,100.0
MERCEDES-BENZ,SL 550,2015-2022,1,1,1,1,0,100.0
BUBBLE BUDDY,BUBBLE BUDDY,2015-2022,1,1,1,0,0,100.0
GREAT DANE,REEFER,2015-2022,1,1,0,1,0,100.0
VOLVO,780,2015-2022,2,1,1,1,0,50.0
BMW,F800 GS,2015-2022,2,1,1,1,0,50.0
BIG TEX,25GN,2015-2022,2,1,1,1,1,50.0
POLARIS,SPORTSMAN,2015-2022,2,1,1,1,0,50.0
LEXUS,RC 300,2015-2022,2,1,1,0,0,50.0
ZERO,SR,2015-2022,2,1,1,0,0,50.0
HONDA,CRF250L,2015-2022,2,1,1,1,0,50.0
TRIUMPH,BONNEVILLE T120 BLACK,2015-2022,2,1,1,0,1,50.0
LEXUS,GS HYBRID,2015-2022,2,1,1,0,0,50.0
KEYSTONE,IMPACT,2015-2022,2,1,0,1,0,50.0
CHEVROLET,LOW CAB FORWARD 3500,2015-2022,2,1,1,0,0,50.0
SUBARU,IMPREZA WRX,2015-2022,2,1,0,1,0,50.0
HARLEY-DAVIDSON,XL1200CX,2015-2022,2,1,0,1,0,50.0
LEXUS,IS F,2015-2022,2,1,1,1,0,50.0
KENWORTH,T800,2015-2022,2,1,1,1,0,50.0
KAWASAKI,KLX230,2015-2022,2,1,1,0,0,50.0
MIRAGE,CARGO TRAILERS,2015-2022,2,1,1,0,0,50.0
YONGFU,SOLANA,2015-2022,2,1,0,1,1,50.0
WINNEBAGO,HORIZON,2015-2022,2,1,1,0,0,50.0
TOYOTA,COROLLA HYBRID,2015-2022,2,1,0,1,0,50.0
HONDA,NAVI,2015-2022,2,1,1,0,0,50.0
KAWASAKI,NINJA 400,2015-2022,2,1,1,0,0,50.0
AUDI,Q4 E-TRON,2015-2022,2,1,1,0,0,50.0
MERCEDES-BENZ,AMG A35,2015-2022,2,1,1,0,0,50.0
RAM,3500 CAB CHASSIS,2015-2022,2,1,1,0,0,50.0
THOR MOTOR COACH,QUANTUM,2015-2022,3,1,0,1,0,33.3
MINI,JCW,2015-2022,3,1,1,0,0,33.3
DUTCHMEN,ASPEN TRAIL,2015-2022,3,1,0,1,0,33.3
VICTORY,MAGNUM,2015-2022,3,1,1,1,0,33.3
MACK,GRANITE (GU),2015-2022,3,1,1,1,0,33.3
HARLEY-DAVIDSON,FLSS,2015-2022,3,1,1,1,0,33.3
BLUE BIRD,CONVENTIONAL,2015-2022,3,1,1,1,1,33.3
MERCEDES-BENZ,GLE 550 E,2015-2022,3,1,1,0,0,33.3
HARLEY-DAVIDSON,FLFB,2015-2022,3,1,1,1,0,33.3
HYUNDAI TRANSLEAD,VAN TRAILER,2015-2022,3,1,1,1,0,33.3
PIERCE,SABER,2015-2022,3,1,0,1,0,33.3
NORTH CENTRAL EMERGENCY,FORD E-350,2015-2022,3,1,1,0,0,33.3
AUDI,R8,2015-2022,3,1,1,1,1,33.3
INTERNATIONAL MOTORS,CHEVY SILVERADO MEDIUM DUTY,2015-2022,3,1,1,1,0,33.3
HONDA,CLARITY,2015-2022,3,1,1,0,0,33.3
ESCAPE,ESCAPE,2015-2022,3,1,0,1,0,33.3
INTERNATIONAL,MV,2015-2022,3,1,0,0,1,33.3
CAN-AM,SPYDER F3-S,2015-2022,3,1,1,0,0,33.3
MERCEDES-BENZ,ML400,2015-2022,4,1,1,0,1,25.0
AIRSTREAM,INTERNATIONAL,2015-2022,4,1,1,0,0,25.0
KAWASAKI,VULCAN 900,2015-2022,4,1,1,0,0,25.0
HONDA,CTX700,2015-2022,4,1,1,1,0,25.0
ZERO,FX,2015-2022,4,1,0,1,0,25.0
INFINITI,Q50 HYBRID,2015-2022,4,1,1,1,0,25.0
FOREST RIVER,CLIPPER CAMPING TRAILER,2015-2022,4,1,0,1,0,25.0
OUTDOORS RV,GLACIER PEAK,2015-2022,4,1,0,1,0,25.0
HARLEY-DAVIDSON,FXSB,2015-2022,4,1,1,0,0,25.0
HONDA,CBR1000RR,2015-2022,4,1,1,0,1,25.0
BENTLEY,CONTINENTAL GT,2015-2022,4,1,1,0,0,25.0
WESTERN STAR,5700,2015-2022,4,1,0,1,0,25.0
FREIGHTLINER,SPRINTER 3500,2015-2022,4,1,1,0,0,25.0
HARLEY-DAVIDSON,FXDLS,2015-2022,4,1,1,1,0,25.0
FOREST RIVER,OZARK,2015-2022,4,1,1,0,0,25.0
BMW,M8,2015-2022,4,1,1,1,0,25.0
BMW,M440I,2015-2022,4,1,1,1,0,25.0
EZ LOADER,T102,2015-2022,4,1,1,0,0,25.0
INTERNATIONAL,LF687,2015-2022,4,1,1,0,1,25.0
MERCEDES-BENZ,AMG SL55,2015-2022,4,1,0,1,0,25.0
GMC,SIERRA HD,2015-2022,5,1,1,1,0,20.0
INDIAN,SPRINGFIELD,2015-2022,5,1,0,1,0,20.0
TOYOTA,PRIUS PLUG-IN HYBRID,2015-2022,5,1,1,0,0,20.0
CHEVROLET,TAHOE POLICE PURSUIT,2015-2022,5,1,1,0,0,20.0
FLEETWOOD,SOUTHWIND,2015-2022,5,1,1,0,0,20.0
THOMAS BUILT BUSES,SAF-T-LINER C2,2015-2022,5,1,1,1,0,20.0
VICTORY,CROSS COUNTRY TOUR,2015-2022,5,1,1,1,0,20.0
COACHMEN,CLIPPER,2015-2022,5,1,1,0,0,20.0
CHEVROLET,S10,2015-2022,5,1,0,1,0,20.0
HARLEY-DAVIDSON,FXLRS,2015-2022,5,1,0,0,1,20.0
LEXUS,UX200,2015-2022,5,1,1,0,0,20.0
FOREST RIVER,AMERA-LITE,2015-2022,6,1,1,0,0,16.7
KZRV,DURANGO,2015-2022,6,1,0,1,0,16.7
MERCEDES-BENZ,GLE400,2015-2022,6,1,1,0,0,16.7
DUTCHMEN,VOLTAGE,2015-2022,6,1,1,0,0,16.7
INDIAN,CHIEF DARK HORSE,2015-2022,6,1,1,1,0,16.7
BMW,G310R,2015-2022,6,1,1,0,0,16.7
MACK,ANTHEM (AN),2015-2022,6,1,1,0,0,16.7
VOLKSWAGEN,TIGUAN LIMITED,2015-2022,6,1,0,1,0,16.7
FLEETWOOD,FORTIS,2015-2022,6,1,1,0,0,16.7
APRILIA,RS 660,2015-2022,6,1,1,1,0,16.7
MERCEDES-BENZ,EQS 580,2015-2022,6,1,0,1,0,16.7
MERCEDES BENZ,REDUNDANT S550E,2015-2022,7,1,1,0,0,14.3
AUDI,ALLROAD,2015-2022,7,1,1,0,0,14.3
HONDA,CR-Z,2015-2022,7,1,1,1,0,14.3
INDIAN,CHIEF VINTAGE,2015-2022,7,1,1,0,0,14.3
FORD,ECONOLINE,2015-2022,7,1,1,1,0,14.3
LEXUS,CT HYBRID,2015-2022,7,1,1,0,0,14.3
LEXUS,LS460,2015-2022,7,1,0,1,0,14.3
HOLIDAY RAMBLER,ENDEAVOR,2015-2022,7,1,0,1,0,14.3
ACURA,NSX,2015-2022,7,1,1,0,0,14.3
FLEETWOOD,PACE ARROW,2015-2022,7,1,1,0,0,14.3
YAMAHA,XV1900,2015-2022,7,1,0,1,0,14.3
BMW,850I,2015-2022,7,1,1,0,0,14.3
MERCEDES-BENZ,AMG GLS63,2015-2022,7,1,0,1,0,14.3
MERCEDES-BENZ,AMG CLA35,2015-2022,7,1,1,1,0,14.3
YAMAHA,YZF-R1,2015-2022,8,1,0,1,0,12.5
PIERCE,ARROW XT,2015-2022,8,1,0,1,0,12.5
MERCEDES-BENZ,GLE,2015-2022,8,1,1,0,0,12.5
MERCEDES-BENZ,AMG E63S,2015-2022,8,1,0,1,0,12.5
MERCEDES-BENZ,AMG GLE63,2015-2022,8,1,1,0,0,12.5
MERCEDES-BENZ,AMG GLC63,2015-2022,8,1,0,1,0,12.5
MERCEDES-BENZ,SPRINTER (VS30),2015-2022,8,1,1,0,0,12.5
MERCEDES-BENZ,GLC 350,2015-2022,8,1,1,0,0,12.5
HARLEY-DAVIDSON,FLHTKSE,2015-2022,9,1,1,1,0,11.1
WINNEBAGO,ERA,2015-2022,9,1,0,1,0,11.1
HONDA,CB300F,2015-2022,9,1,0,1,0,11.1
MERCEDES-BENZ,GLE300D,2015-2022,9,1,1,0,0,11.1
SUBARU,WRX STI,2015-2022,9,1,1,1,0,11.1
FORD,POLICE INTERCEPTOR UTILIT,2015-2022,9,1,1,1,0,11.1
LEXUS,IS 350,2015-2022,9,1,0,1,0,11.1
HARLEY-DAVIDSON,FXFBS,2015-2022,9,1,1,1,0,11.1
KEYSTONE,HIDEOUT,2015-2022,9,1,1,0,0,11.1
INDIAN,SCOUT BOBBER,2015-2022,9,1,1,1,0,11.1
YAMAHA,FJ-09,2015-2022,10,1,1,0,0,10.0
THOR,PALAZZO,2015-2022,10,1,0,1,0,10.0
HARLEY-DAVIDSON,FLHXSE,2015-2022,10,1,1,0,0,10.0
THOR MOTOR COACH,ARIA,2015-2022,10,1,1,0,0,10.0
HARLEY-DAVIDSON,FLDE,2015-2022,10,1,0,1,0,10.0
CFMOTO,CF700,2015-2022,10,1,1,1,0,10.0
MASERATI,QUATTROPORTE,2015-2022,11,1,1,0,0,9.1
MERCEDES-BENZ,AMG C63,2015-2022,11,1,1,0,0,9.1
HONDA,CBR300R,2015-2022,11,1,1,1,0,9.1
CHEVROLET,CITY EXPRESS,2015-2022,11,1,1,1,0,9.1
MERCEDES-BENZ,SPRINTER 4500,2015-2022,11,1,1,0,0,9.1
LEXUS,RC,2015-2022,11,1,1,0,0,9.1
MERCEDES-BENZ,GL350,2015-2022,12,1,1,0,0,8.3
THOR MOTOR COACH,CHATEAU,2015-2022,12,1,0,1,0,8.3
SCION,IM,2015-2022,12,1,1,1,0,8.3
BMW,K 1600 GT,2015-2022,12,1,0,1,0,8.3
BENTLEY,BENTAYGA,2015-2022,12,1,1,1,0,8.3
LEXUS,GS,2015-2022,12,1,1,1,0,8.3
HARLEY-DAVIDSON,FLHR,2015-2022,13,1,1,1,0,7.7
RAM,PROMASTER 3500,2015-2022,13,1,1,0,0,7.7
TIFFIN,WAYFARER,2015-2022,13,1,0,1,0,7.7
WINNEBAGO,VISTA,2015-2022,14,1,0,1,0,7.1
THOR MOTOR COACH,HURRICANE,2015-2022,14,1,1,0,0,7.1
MERCEDES BENZ,SPRINTER 2500,2015-2022,14,1,1,0,0,7.1
BMW,S 1000 RR,2015-2022,14,1,0,1,0,7.1
LEXUS,RC 350,2015-2022,14,1,1,1,0,7.1
MINI,COOPER CONVERTIBLE,2015-2022,14,1,0,1,0,7.1
JAYCO TRAVEL TRAILER,JAY FEATHER,2015-2022,14,1,1,0,0,7.1
BMW,340I,2015-2022,14,1,1,1,0,7.1
FOREST RIVER,SANDPIPER,2015-2022,14,1,1,0,0,7.1
MERCEDES-BENZ,S 450,2015-2022,14,1,1,0,0,7.1
MERCEDES-BENZ,G 550,2015-2022,14,1,1,1,0,7.1
HONDA,CRF1100D4,2015-2022,14,1,1,0,0,7.1
FIAT,500E,2015-2022,15,1,1,1,0,6.7
KEYSTONE,FUZION,2015-2022,15,1,1,0,0,6.7
HEARTLAND,MALLARD,2015-2022,15,1,1,0,0,6.7
VOLKSWAGEN,GOLF SPORTSWAGEN,2015-2022,15,1,1,0,0,6.7
FREIGHTLINER,M2,2015-2022,15,1,1,0,0,6.7
INFINITI,QX70,2015-2022,16,1,1,1,0,6.2
KTM,1290 SUPER DUKE R,2015-2022,16,1,1,1,1,6.2
FOREST RIVER,BERKSHIRE,2015-2022,16,1,0,1,0,6.2
PORSCHE,718 CAYMAN,2015-2022,16,1,0,1,0,6.2
CHEVROLET,3500,2015-2022,16,1,1,0,0,6.2
FORD,E-150,2015-2022,17,1,0,1,0,5.9
FREIGHTLINER,BUSINESS CLASS M2,2015-2022,17,1,1,0,1,5.9
THOR MOTOR COACH,FOUR WINDS,2015-2022,17,1,0,1,0,5.9
SCION,FR-S,2015-2022,17,1,1,0,0,5.9
LEXUS,IS 250,2015-2022,17,1,1,0,0,5.9
HONDA,CRF1000A,2015-2022,17,1,1,0,0,5.9
MITSUBISHI,OUTLANDER PHEV,2015-2022,17,1,1,0,0,5.9
FREIGHTLINER,SPRINTER 2500,2015-2022,17,1,1,0,0,5.9
CADILLAC,ESCALADE NA,2015-2022,17,1,1,0,0,5.9
WINNEBAGO,REVEL,2015-2022,17,1,1,0,0,5.9
HYUNDAI,EQUUS,2015-2022,18,1,0,1,0,5.6
MERCEDES-BENZ,AMG GLA45,2015-2022,18,1,1,0,0,5.6
GMC,DENALI,2015-2022,18,1,1,1,0,5.6
JAYCO FIFTH WHEEL,EAGLE,2015-2022,19,1,1,1,0,5.3
BMW,750I,2015-2022,19,1,0,1,0,5.3
KIA,NIRO HYBRID,2015-2022,19,1,0,1,0,5.3
NISSAN,NV3500,2015-2022,19,1,0,1,0,5.3
AUDI,A6 ALLROAD,2015-2022,19,1,0,1,0,5.3
LINCOLN,MKS,2015-2022,20,1,0,1,0,5.0
INDIAN,ROADMASTER,2015-2022,21,1,1,0,0,4.8
MERCEDES-BENZ,E 400,2015-2022,21,1,1,0,0,4.8
NEWMAR,NEW AIRE,2015-2022,21,1,1,0,0,4.8
NISSAN,REDUNDANT ALTIMA,2015-2022,21,1,1,1,0,4.8
CADILLAC,CT4,2015-2022,21,1,1,1,0,4.8
MERCEDES-BENZ,S 500,2015-2022,21,1,0,1,0,4.8
TIFFIN,PHAETON,2015-2022,22,1,1,0,0,4.5
VOLVO,V60CC,2015-2022,22,1,1,1,0,4.5
KIA,SORENTO PHEV,2015-2022,22,1,1,0,0,4.5
HYUNDAI,GENESIS COUPE,2015-2022,23,1,1,1,0,4.3
MERCEDES-BENZ,CLS 450,2015-2022,23,1,1,1,0,4.3
ACURA,MDX TYPE S,2015-2022,23,1,1,1,0,4.3
FORD,FOCUS ELECTRIC,2015-2022,24,1,1,1,0,4.2
FOREST RIVER,CEDAR CREEK,2015-2022,24,1,1,0,0,4.2
FOREST RIVER,XLR TOYHAULER,2015-2022,24,1,0,1,0,4.2
JAGUAR,E-PACE,2015-2022,24,1,1,1,0,4.2
JAYCO TRAVEL TRAILER,WHITE HAWK,2015-2022,25,1,0,1,0,4.0
HYUNDAI,SANTA FE XL,2015-2022,25,1,1,0,0,4.0
NISSAN,REDUNDANT ROGUE,2015-2022,25,1,0,1,0,4.0
BMW,435I,2015-2022,26,1,1,1,0,3.8
HONDA,CROSSTOUR,2015-2022,26,1,1,1,0,3.8
FOREST RIVER,PUMA,2015-2022,26,1,0,1,1,3.8
CHEVROLET,BOLT EUV,2015-2022,26,1,1,0,0,3.8
ACURA,RLX,2015-2022,27,1,1,1,0,3.7
AUDI,S7,2015-2022,27,1,0,1,0,3.7
JAYCO FIFTH WHEEL,PINNACLE,2015-2022,27,1,1,0,0,3.7
LEXUS,LS,2015-2022,27,1,1,1,0,3.7
VOLKSWAGEN,ARTEON,2015-2022,28,1,1,0,0,3.6
FORD,F53,2015-2022,29,1,0,1,0,3.4
RAM,PROMASTER 2500,2015-2022,30,1,1,1,0,3.3
MERCEDES-BENZ,AMG GLC43,2015-2022,30,1,1,1,0,3.3
PETERBILT,579,2015-2022,31,1,1,0,0,3.2
NISSAN,QUEST,2015-2022,31,1,0,1,0,3.2
LINCOLN,CORSAIR PHEV,2015-2022,31,1,1,1,0,3.2
JAGUAR,F-TYPE,2015-2022,32,1,1,1,0,3.1
KEYSTONE,ALPINE,2015-2022,33,1,1,0,0,3.0
KIA,OPTIMA PHEV,2015-2022,33,1,1,0,0,3.0
SHASTA,AIRFLYTE,2015-2022,34,1,1,0,0,2.9
BMW,535I,2015-2022,35,1,1,0,0,2.9
LEXUS,IS,2015-2022,35,1,1,0,0,2.9
FOREST RIVER,GEORGETOWN,2015-2022,38,1,0,1,0,2.6
AUDI,S6,2015-2022,39,1,1,0,0,2.6
KEYSTONE,MONTANA,2015-2022,40,1,0,1,0,2.5
AUDI,Q5 E,2015-2022,41,1,0,1,0,2.4
JAYCO,PRECEPT,2015-2022,42,1,0,1,0,2.4
KIA,OPTIMA HYBRID,2015-2022,45,1,1,1,0,2.2
BMW,M4,2015-2022,46,1,0,1,0,2.2
WINNEBAGO,VIEW,2015-2022,47,1,1,0,0,2.1
FOREST RIVER,R-POD,2015-2022,48,1,1,0,0,2.1
BUICK,CASCADA,2015-2022,52,1,1,1,0,1.9
MERCEDES-BENZ,GLE 450,2015-2022,55,1,1,0,0,1.8
KIA,NIRO PHEV,2015-2022,57,1,1,0,0,1.8
MERCEDES-BENZ,AMG C43,2015-2022,58,1,1,0,0,1.7
JEEP,GRAND WAGONEER,2015-2022,58,1,1,1,0,1.7
HYUNDAI,VELOSTER N,2015-2022,60,1,1,0,1,1.7
FORD,F-53,2015-2022,64,1,0,1,0,1.6
FIAT,124 SPIDER,2015-2022,65,1,1,0,0,1.5
CADILLAC,XT6,2015-2022,69,1,1,1,0,1.4
CHONGQING HUANSONG,750,2015-2022,83,1,1,1,0,1.2
AUDI,S3,2015-2022,86,1,1,1,0,1.2
VOLKSWAGEN,TOUAREG,2015-2022,92,1,0,1,0,1.1
HONDA,CIVIC SI,2015-2022,94,1,1,1,0,1.1
HYUNDAI,ELANTRA GT,2015-2022,102,1,0,1,0,1.0
AUDI,A3 CABRIOLET,2015-2022,164,1,1,0,0,0.6
GRAND DESIGN,MOMENTUM,2015-2022,166,1,1,0,0,0.6
COACHMEN,MIRADA,2015-2022,10,0,0,0,0,0.0
YAMAHA,FZ07,2015-2022,3,0,0,0,0,0.0
CROSSROADS,SUNSET TRAIL,2015-2022,5,0,0,0,0,0.0
ALUMA,TM51-WA35EB4S6,2015-2022,1,0,0,0,0,0.0
PALOMINO,COLUMBUS,2015-2022,3,0,0,0,0,0.0
FORD,F-450 SD,2015-2022,47,0,0,0,0,0.0
GULF STREAM,INNSBRUCK,2015-2022,1,0,0,0,0,0.0
