make,model,my_window,total_complaints,severe_complaints,crash_reports,injury_reports,death_reports,severe_share_pct
MCLAREN,570,2015-2022,3,0,0,0,0,0.0
BEAR TRAILER,BEAR TRAILER,2015-2022,1,0,0,0,0,0.0
YAMAHA,STAR ELUDE,2015-2022,1,0,0,0,0,0.0
RIVERSIDE,INTREPID,2015-2022,2,0,0,0,0,0.0
ROLLS-ROYCE,WRAITH,2015-2022,2,0,0,0,0,0.0
KTM,ENDURO,2015-2022,1,0,0,0,0,0.0
HIGHLAND RIDGE FW,LIGHT,2015-2022,1,0,0,0,0,0.0
TRIUMPH,BONNEVILLE T120,2015-2022,1,0,0,0,0,0.0
AMERICAN COACH,AMERICAN TRADITION,2015-2022,3,0,0,0,0,0.0
AUDI,RS5,2015-2022,1,0,0,0,0,0.0
CLASSIC WELDING,CLASSIC WELDING,2015-2022,1,0,0,0,0,0.0
RIVERSIDE,TRAVEL TRAILER,2015-2022,1,0,0,0,0,0.0
INTECH,CUSTOM TRAILER,2015-2022,5,0,0,0,0,0.0
NEWMAR,MOUNTAIN AIRE,2015-2022,8,0,0,0,0,0.0
HARLEY-DAVIDSON,FLHR / ROAD KING,2015-2022,1,0,0,0,0,0.0
FCCC,XCM,2015-2022,9,0,0,0,0,0.0
YAMAHA,XC155F,2015-2022,1,0,0,0,0,0.0
US CARGO,CARGO TRAILER,2015-2022,1,0,0,0,0,0.0
MERCEDES-BENZ,SL550,2015-2022,6,0,0,0,0,0.0
CRUISE CAR,MOKE,2015-2022,2,0,0,0,0,0.0
VANLEIGH,BEACON,2015-2022,12,0,0,0,0,0.0
BLACKSERIES CAMPERS,DOMINATOR,2015-2022,1,0,0,0,0,0.0
MERCEDES-BENZ,S550 HYBRID,2015-2022,1,0,0,0,0,0.0
CHEVROLET,DUPLICATE SILVERADO 5500,2015-2022,3,0,0,0,0,0.0
TRIUMPH,TIGER 800XC ABS A1,2015-2022,1,0,0,0,0,0.0
NEWMAR,ESSEX,2015-2022,3,0,0,0,0,0.0
YAMAHA,XC155,2015-2022,2,0,0,0,0,0.0
PALOMINO,COLUMBUS COMPASS,2015-2022,1,0,0,0,0,0.0
INDIAN,CHALLENGER,2015-2022,3,0,0,0,0,0.0
DUTCHMEN,COLEMAN,2015-2022,5,0,0,0,0,0.0
HONDA,CBR600RR,2015-2022,3,0,0,0,0,0.0
URAL,TOURIST,2015-2022,3,0,0,0,0,0.0
HOLIDAY RAMBLER,ENDEAVOR XE,2015-2022,1,0,0,0,0,0.0
BMW,M6,2015-2022,6,0,0,0,0,0.0
INTERSTATE,TRAILER,2015-2022,1,0,0,0,0,0.0
THOR MOTOR COACH,GEMINI,2015-2022,4,0,0,0,0,0.0
YACHT CLUB,1825B,2015-2022,1,0,0,0,0,0.0
KTM,1290 SUPER ADVENTURE S,2015-2022,5,0,0,0,0,0.0
COACH HOUSE,PLATINUM III,2015-2022,1,0,0,0,0,0.0
BMW,850GS,2015-2022,1,0,0,0,0,0.0
FREIGHTLINER,108SD,2015-2022,2,0,0,0,0,0.0
CARRY-ON,OPEN BED TRAILER,2015-2022,1,0,0,0,0,0.0
FLAGSTAFF LITE WEIGHT TRA,FLT831BHWSS,2015-2022,1,0,0,0,0,0.0
HONDA,CB500X,2015-2022,1,0,0,0,0,0.0
FLEETWOOD,STORM,2015-2022,5,0,0,0,0,0.0
KIA,FORTE KOUP,2015-2022,2,0,0,0,0,0.0
PJ TRAILERS,DE,2015-2022,1,0,0,0,0,0.0
ROADTREK,CS ADVENTUROUS,2015-2022,2,0,0,0,0,0.0
ALINER,CAMPER TRAILER,2015-2022,1,0,0,0,0,0.0
VOLVO,VN,2015-2022,10,0,0,0,0,0.0
KARAVAN,BOAT TRAILER,2015-2022,7,0,0,0,0,0.0
PJ TRAILERS,BUGGY HAULER,2015-2022,1,0,0,0,0,0.0
MIDWEST AUTOMOTIVE DESIGN,WEEKENDER,2015-2022,1,0,0,0,0,0.0
SSR,BENELLI,2015-2022,2,0,0,0,0,0.0
MACK,MRU,2015-2022,1,0,0,0,0,0.0
HARLEY-DAVIDSON,FLFBS ANV,2015-2022,1,0,0,0,0,0.0
THOR MOTOR COACH,SEQUENCE,2015-2022,6,0,0,0,0,0.0
FOREST RIVER,V-TREC,2015-2022,1,0,0,0,0,0.0
NEXUS,WRAITH,2015-2022,1,0,0,0,0,0.0
ALUMA,ALUMA,2015-2022,3,0,0,0,0,0.0
TRIUMPH,SPEED TRIPLE R,2015-2022,6,0,0,0,0,0.0
TRIUMPH,SPEED TWIN,2015-2022,2,0,0,0,0,0.0
TRIUMPH,SPEED TRIPLE RS,2015-2022,4,0,0,0,0,0.0
FCCC,XCR,2015-2022,3,0,0,0,0,0.0
CHEVROLET,6500HD,2015-2022,1,0,0,0,0,0.0
LEXUS,LS HYBRID,2015-2022,3,0,0,0,0,0.0
ISUZU,FTR,2015-2022,1,0,0,0,0,0.0
ALCOM,ALCOM,2015-2022,1,0,0,0,0,0.0
KTM,500 EXC,2015-2022,1,0,0,0,0,0.0
BLACKSERIES CAMPERS,ALPHA,2015-2022,1,0,0,0,0,0.0
STARCRAFT RV TT,MOSSY OAK,2015-2022,1,0,0,0,0,0.0
MERCEDES-BENZ,GLE 580,2015-2022,7,0,0,0,0,0.0
FERRARI,GTC4LUSSO,2015-2022,2,0,0,0,0,0.0
GMC,G3500,2015-2022,2,0,0,0,0,0.0
COACHMEN,BEYOND,2015-2022,3,0,0,0,0,0.0
YAMAHA,FJR1300,2015-2022,7,0,0,0,0,0.0
MERCEDES-BENZ,AMG GLC63 S,2015-2022,1,0,0,0,0,0.0
INFINITI,Q70L,2015-2022,8,0,0,0,0,0.0
FERRARI,458 ITALIA,2015-2022,1,0,0,0,0,0.0
MERCEDES-BENZ,SL400,2015-2022,3,0,0,0,0,0.0
THOR MOTOR COACH,MAGNITUDE,2015-2022,15,0,0,0,0,0.0
HOLMES ENTERPRISES,CAR HAULER,2015-2022,1,0,0,0,0,0.0
GENESIS SUPREME,GENESIS SUPREME,2015-2022,1,0,0,0,0,0.0
RENEGADE,VERONA,2015-2022,3,0,0,0,0,0.0
PRIME TIME,NAVI,2015-2022,1,0,0,0,0,0.0
MERCEDES-BENZ,SLK300,2015-2022,2,0,0,0,0,0.0
WINNEBAGO,TOUR,2015-2022,1,0,0,0,0,0.0
ARCIMOTO,FUV,2015-2022,2,0,0,0,0,0.0
DUCATI,PANIGALE V2,2015-2022,1,0,0,0,0,0.0
COACHMEN,SHASTA,2015-2022,1,0,0,0,0,0.0
HARLEY-DAVIDSON,VRSCF,2015-2022,5,0,0,0,0,0.0
ZONGSHEN,ZS491,2015-2022,1,0,0,0,0,0.0
HIGHLAND RIDGE TT,OPEN RANGE,2015-2022,1,0,0,0,0,0.0
YAMAHA,YZFR3K,2015-2022,1,0,0,0,0,0.0
VOLKSWAGEN,EOS,2015-2022,7,0,0,0,0,0.0
EZ LOADER,TEZL,2015-2022,1,0,0,0,0,0.0
YAMAHA,XTZ12,2015-2022,1,0,0,0,0,0.0
LEXUS,IS 250C,2015-2022,1,0,0,0,0,0.0
BMW,S 1000 XR,2015-2022,4,0,0,0,0,0.0
DUCATI,MULTISTRADA 1260,2015-2022,2,0,0,0,0,0.0
TRIUMPH,SPEED TRIPLE S,2015-2022,1,0,0,0,0,0.0
INTERNATIONAL,PROSTAR,2015-2022,1,0,0,0,0,0.0
FORD,F-750 SD,2015-2022,3,0,0,0,0,0.0
KAWASAKI,NINJA ZX-6R,2015-2022,3,0,0,0,0,0.0
PORSCHE,REDUNDANT CAYMAN,2015-2022,1,0,0,0,0,0.0
CONTINENTAL CARGO,V-SERIES,2015-2022,1,0,0,0,0,0.0
HUDSON TRAILER,HUDSON TRAILER,2015-2022,1,0,0,0,0,0.0
FCCC,S2RV,2015-2022,4,0,0,0,0,0.0
GRAND DESIGN,TRANSCEND,2015-2022,9,0,0,0,0,0.0
MERCEDES-BENZ,SL 450,2015-2022,2,0,0,0,0,0.0
LANCE,200I,2015-2022,1,0,0,0,0,0.0
BMW,X5 HYBRID,2015-2022,4,0,0,0,0,0.0
WINNEBAGO,SOLIS,2015-2022,6,0,0,0,0,0.0
FCCC,XBR,2015-2022,1,0,0,0,0,0.0
ENTEGRA,VISION,2015-2022,8,0,0,0,0,0.0
MCLAREN,600LT,2015-2022,2,0,0,0,0,0.0
LOAD RITE,LOAD RITE TRAILER,2015-2022,1,0,0,0,0,0.0
TRIUMPH,TIGER 800 XCA,2015-2022,1,0,0,0,0,0.0
MERCEDES-BENZ,AMG G63,2015-2022,7,0,0,0,0,0.0
HORTON,TYPE I,2015-2022,1,0,0,0,0,0.0
COACHMEN,BLAST,2015-2022,1,0,0,0,0,0.0
AUDI,A3 ETRON,2015-2022,2,0,0,0,0,0.0
INDIAN,CHIEFTAIN LIMITED,2015-2022,2,0,0,0,0,0.0
CONTINENTAL CARGO,CARGO TRAILER,2015-2022,1,0,0,0,0,0.0
KTM,690 SMC R,2015-2022,7,0,0,0,0,0.0
GMC,SAVANA 3500,2015-2022,1,0,0,0,0,0.0
TRIUMPH,ROCKET 3 R,2015-2022,6,0,0,0,0,0.0
MERCEDES-BENZ,GLE 350 E,2015-2022,2,0,0,0,0,0.0
KZRV,SONIC,2015-2022,2,0,0,0,0,0.0
DUCATI,MONSTER 797,2015-2022,1,0,0,0,0,0.0
ENTEGRA,ODYSSEY,2015-2022,4,0,0,0,0,0.0
LAMBORGHINI,AVENTADOR S,2015-2022,1,0,0,0,0,0.0
TAOTAO,TBR7,2015-2022,1,0,0,0,0,0.0
MERCEDES-BENZ,SLC300,2015-2022,4,0,0,0,0,0.0
IC BUS,PB105,2015-2022,2,0,0,0,0,0.0
BMW,K 1600 B,2015-2022,13,0,0,0,0,0.0
LEXUS,LX,2015-2022,9,0,0,0,0,0.0
LGS INDUSTRIES,LOOK,2015-2022,2,0,0,0,0,0.0
PRIME TIME,LACROSSE,2015-2022,2,0,0,0,0,0.0
SUZUKI,V-STROM 1050XT,2015-2022,3,0,0,0,0,0.0
COACHMEN,ENCORE,2015-2022,3,0,0,0,0,0.0
INDIAN,CHIEFTAN,2015-2022,2,0,0,0,0,0.0
THOR MOTOR COACH,DELANO,2015-2022,3,0,0,0,0,0.0
MERCEDES-BENZ,S63,2015-2022,1,0,0,0,0,0.0
POLARIS,SLINGSHOT SL,2015-2022,1,0,0,0,0,0.0
INDIAN,CHIEF ROADMASTER,2015-2022,3,0,0,0,0,0.0
NEXUS,TRIUMPH,2015-2022,1,0,0,0,0,0.0
KEYSTONE,SUMMERLAND,2015-2022,1,0,0,0,0,0.0
KZRV,SPORTTREK,2015-2022,7,0,0,0,0,0.0
NISSAN,REDUNDANT MURANO,2015-2022,3,0,0,0,0,0.0
H&H,ALUMINUM TANDEM AXLE,2015-2022,1,0,0,0,0,0.0
HOLIDAY RAMBLER,INVICTA,2015-2022,5,0,0,0,0,0.0
BLUE BIRD,BBCV,2015-2022,3,0,0,0,0,0.0
MERCEDES-BENZ,AMG GT53,2015-2022,4,0,0,0,0,0.0
FREIGHTLINER,CONVENTIONAL,2015-2022,1,0,0,0,0,0.0
BIG TEX,BIG TEX,2015-2022,2,0,0,0,0,0.0
PETERBILT,365,2015-2022,1,0,0,0,0,0.0
FOREST RIVER,SUNSHINE,2015-2022,2,0,0,0,0,0.0
MAXEY TRAILERS,MAXEY TRAILERS,2015-2022,2,0,0,0,0,0.0
EAST TO WEST,SILVER LAKE,2015-2022,1,0,0,0,0,0.0
AUDI,SQ8,2015-2022,8,0,0,0,0,0.0
NEWMAR,BAY STAR SPORT,2015-2022,5,0,0,0,0,0.0
EAST TO WEST,ALTA,2015-2022,2,0,0,0,0,0.0
ASTON MARTIN,DB9,2015-2022,2,0,0,0,0,0.0
FOREST RIVER,IBEX,2015-2022,2,0,0,0,0,0.0
HONDA,CRF450,2015-2022,2,0,0,0,0,0.0
ASTON MARTIN,V12 VANTAGE COUPE,2015-2022,1,0,0,0,0,0.0
SPARTAN,K2,2015-2022,7,0,0,0,0,0.0
TRIUMPH,ROCKET 3 GT,2015-2022,12,0,0,0,0,0.0
DUTCHMEN,ASTORIA,2015-2022,1,0,0,0,0,0.0
JAYCO,ALL TRAVEL TRAILERS,2015-2022,1,0,0,0,0,0.0
WINNEBAGO,ADVENTURER,2015-2022,15,0,0,0,0,0.0
THOR MOTOR COACH,VENETIAN,2015-2022,5,0,0,0,0,0.0
HUSQVARNA,SVARTPILEN 701,2015-2022,2,0,0,0,0,0.0
HUSQVARNA,701 ENDURO LR,2015-2022,1,0,0,0,0,0.0
DUCATI,PANIGALE,2015-2022,4,0,0,0,0,0.0
VOLKSWAGEN,GLI,2015-2022,2,0,0,0,0,0.0
TRIUMPH,ROCKET III ROADSTER,2015-2022,1,0,0,0,0,0.0
KENWORTH,T170,2015-2022,1,0,0,0,0,0.0
HARLEY-DAVIDSON,FLHC,2015-2022,4,0,0,0,0,0.0
SPARTAN,METROSTAR,2015-2022,1,0,0,0,0,0.0
TIFFIN,ALLEGRO BREEZE,2015-2022,7,0,0,0,0,0.0
MERCEDES-BENZ,AMG GLE53,2015-2022,29,0,0,0,0,0.0
COACHMEN,ORION,2015-2022,1,0,0,0,0,0.0
FOREST RIVER,ROCKPORT,2015-2022,1,0,0,0,0,0.0
RENEGADE RV,VALENCIA,2015-2022,3,0,0,0,0,0.0
KTM,LC4 DUKE,2015-2022,4,0,0,0,0,0.0
HONDA,CRF450L,2015-2022,1,0,0,0,0,0.0
KENDON,MOTORCYCLE TRAILER,2015-2022,1,0,0,0,0,0.0
TRIUMPH,STREET TRIPLE R,2015-2022,1,0,0,0,0,0.0
ALLIANCE RV,PARADIGM,2015-2022,11,0,0,0,0,0.0
THOR MOTOR COACH,SCOPE,2015-2022,15,0,0,0,0,0.0
VESPA,PRIMAVERA 150,2015-2022,2,0,0,0,0,0.0
KTM,1090 ADVENTURE R,2015-2022,3,0,0,0,0,0.0
BMW,G 310 R,2015-2022,2,0,0,0,0,0.0
ESCAPE,E21C,2015-2022,1,0,0,0,0,0.0
BMW,R1200 RS,2015-2022,4,0,0,0,0,0.0
FERRARI,812 SUPERFAST,2015-2022,1,0,0,0,0,0.0
EAST MANUFACTURING,FRAME GENESIS TRAILER,2015-2022,1,0,0,0,0,0.0
HARLEY-DAVIDSON,FXBBS,2015-2022,4,0,0,0,0,0.0
MOTO GUZZI,V85 TT,2015-2022,3,0,0,0,0,0.0
FCCC,XCA,2015-2022,1,0,0,0,0,0.0
FERRARI,488 SPIDER,2015-2022,1,0,0,0,0,0.0
GENUINE SCOOTER,BRIO,2015-2022,1,0,0,0,0,0.0
HIGHLAND RIDGE FW,HIGHLANDER,2015-2022,4,0,0,0,0,0.0
COACH HOUSE,PLATINUM,2015-2022,1,0,0,0,0,0.0
FOREST RIVER,ECONOMY HAULER,2015-2022,1,0,0,0,0,0.0
TRIUMPH,SPEED TRIPLE,2015-2022,2,0,0,0,0,0.0
NORTH SHORE,CARGO TRAILER,2015-2022,1,0,0,0,0,0.0
KTM,890 ADVENTURE R,2015-2022,4,0,0,0,0,0.0
MV AGUSTA,BRUTALE 800 DRAGSTER RC,2015-2022,1,0,0,0,0,0.0
KTM,890 ADVENTURE,2015-2022,1,0,0,0,0,0.0
WINNEBAGO,EKKO,2015-2022,54,0,0,0,0,0.0
MERCEDES-BENZ,AMG GLB35,2015-2022,7,0,0,0,0,0.0
KEYSTONE,CROSSROADS REDWOOD,2015-2022,2,0,0,0,0,0.0
HARLEY-DAVIDSON,FLTRK,2015-2022,4,0,0,0,0,0.0
PORSCHE,CAYENNE S,2015-2022,1,0,0,0,0,0.0
KZRV,SPORTSMEN LE,2015-2022,2,0,0,0,0,0.0
HONDA,TRAIL 125,2015-2022,2,0,0,0,0,0.0
TIFFIN,BREEZE,2015-2022,1,0,0,0,0,0.0
MCLAREN,720S,2015-2022,2,0,0,0,0,0.0
CHEVROLET,SUBURBAN 1500,2015-2022,1,0,0,0,0,0.0
HONDA,VFR1200X,2015-2022,2,0,0,0,0,0.0
TRIPLE E,UNITY,2015-2022,1,0,0,0,0,0.0
NISSAN,MURANO HYBRID,2015-2022,1,0,0,0,0,0.0
KTM,890 ADVENTURE R RALLY,2015-2022,1,0,0,0,0,0.0
GENESIS SUPREME,VORTEX,2015-2022,1,0,0,0,0,0.0
JAYCO,EMBARK,2015-2022,2,0,0,0,0,0.0
PORSCHE,CAYMAN,2015-2022,4,0,0,0,0,0.0
STEALTH,NOMAD,2015-2022,1,0,0,0,0,0.0
KTM,790 ADVENTURE R RALLY,2015-2022,2,0,0,0,0,0.0
LOTUS,EVORA,2015-2022,4,0,0,0,0,0.0
MERCEDES-BENZ,S500E,2015-2022,1,0,0,0,0,0.0
RENEGADE,VALENCIA,2015-2022,2,0,0,0,0,0.0
HARLEY-DAVIDSON,FXBB,2015-2022,1,0,0,0,0,0.0
BMW,R 18 CLASSIC,2015-2022,3,0,0,0,0,0.0
HONDA,CBF300,2015-2022,2,0,0,0,0,0.0
COACHMEN,CHAPARRAL LITE,2015-2022,1,0,0,0,0,0.0
KEYSTONE,COLEMAN,2015-2022,1,0,0,0,0,0.0
THOR MOTOR COACH,TELLARO,2015-2022,3,0,0,0,0,0.0
KIA,SORENTO HYBRID,2015-2022,33,0,0,0,0,0.0
JAYCO,REDHAWK SE,2015-2022,1,0,0,0,0,0.0
ATRO,ATRO,2015-2022,1,0,0,0,0,0.0
HONDA,NC750X,2015-2022,2,0,0,0,0,0.0
HOMESTEADER,HOMESTEADER,2015-2022,1,0,0,0,0,0.0
INDIAN,SUPER CHIEF,2015-2022,2,0,0,0,0,0.0
LIGHTNING EMOTORS,FORD E-450,2015-2022,1,0,0,0,0,0.0
AMERICAN HAULER,SILVER HAWK,2015-2022,1,0,0,0,0,0.0
MV AGUSTA,F1,2015-2022,2,0,0,0,0,0.0
GMC,TERRAIN NA,2015-2022,28,0,0,0,0,0.0
KENWORTH,T440,2015-2022,1,0,0,0,0,0.0
KTM,RC 390,2015-2022,1,0,0,0,0,0.0
4-STAR TRAILER,HORSE TRAILER,2015-2022,2,0,0,0,0,0.0
ROYAL ENFIELD,INTERCEPTOR 650,2015-2022,2,0,0,0,0,0.0
FOREST RIVER,CASCADE,2015-2022,2,0,0,0,0,0.0
AUDI,RS E-TRON GT,2015-2022,4,0,0,0,0,0.0
OLIVER TRAVEL TRAILERS,LEGACY ELITE II,2015-2022,3,0,0,0,0,0.0
BRAXTON CREEK,LX,2015-2022,1,0,0,0,0,0.0
ORANGE LINE,TH70,2015-2022,1,0,0,0,0,0.0
LEXUS,NX450H+,2015-2022,2,0,0,0,0,0.0
WHITE RIVER MARINE GROUP,BOAT TRAILER,2015-2022,10,0,0,0,0,0.0
MERCEDES-BENZ,AMG GLA35,2015-2022,1,0,0,0,0,0.0
BMW,F800 GT,2015-2022,1,0,0,0,0,0.0
KAWASAKI,Z 650,2015-2022,1,0,0,0,0,0.0
COACHMEN,SPORTSCOACH,2015-2022,4,0,0,0,0,0.0
EAST TO WEST,DELLA TERRA,2015-2022,1,0,0,0,0,0.0
AMERICAN HAULER,CARGO TRAILERS,2015-2022,1,0,0,0,0,0.0
JAYCO,MELBOURNE PRESTIGE,2015-2022,1,0,0,0,0,0.0
HARLEY-DAVIDSON,XL1200NS,2015-2022,1,0,0,0,0,0.0
KEYSTONE,ARCADIA,2015-2022,6,0,0,0,0,0.0
LEISURE TRAVEL VAN,UNITY,2015-2022,1,0,0,0,0,0.0
GULF STREAM,BT CRUISER,2015-2022,1,0,0,0,0,0.0
HYUNDAI,TUCSON PLUG-IN HYBRID,2015-2022,7,0,0,0,0,0.0
TRIUMPH,SPEED  TRIPLE,2015-2022,2,0,0,0,0,0.0
ISUZU,N-SERIES,2015-2022,1,0,0,0,0,0.0
KL MANUFACTURING,TRAILER,2015-2022,1,0,0,0,0,0.0
FOREST RIVER,CHEROKEE WOLF PACK,2015-2022,2,0,0,0,0,0.0
MERCEDES-BENZ,GLC 350 E,2015-2022,4,0,0,0,0,0.0
ZERO,S,2015-2022,1,0,0,0,0,0.0
HONDA,CB300,2015-2022,2,0,0,0,0,0.0
DUCATI,SCRAMBLER 800 CAFE RACER,2015-2022,3,0,0,0,0,0.0
VICTORY,VEGAS,2015-2022,1,0,0,0,0,0.0
HARLEY-DAVIDSON,FLSB,2015-2022,2,0,0,0,0,0.0
THOR MOTOR COACH,TIBURON,2015-2022,1,0,0,0,0,0.0
KTM,390 ADVENTURE,2015-2022,8,0,0,0,0,0.0
NEWMAR,KOUNTRY STAR,2015-2022,6,0,0,0,0,0.0
HONDA,CRF300L,2015-2022,1,0,0,0,0,0.0
AUDI,RS 6 AVANT,2015-2022,5,0,0,0,0,0.0
FOREST RIVER,EAST TO WEST ALTA,2015-2022,1,0,0,0,0,0.0
MERHOW,MERHOW,2015-2022,1,0,0,0,0,0.0
INFINITI,REDUNDANT QX55,2015-2022,1,0,0,0,0,0.0
INDIAN,FTR1200,2015-2022,3,0,0,0,0,0.0
GREENPOWER,SCHOOL BUS,2015-2022,1,0,0,0,0,0.0
MV AGUSTA,B1,2015-2022,2,0,0,0,0,0.0
INTERNATIONAL,CV,2015-2022,4,0,0,0,0,0.0
TRIUMPH,TIGER 900,2015-2022,3,0,0,0,0,0.0
AUDI,E-TRON GT,2015-2022,7,0,0,0,0,0.0
HARLEY-DAVIDSON,RA1250,2015-2022,20,0,0,0,0,0.0
BMW,540D,2015-2022,3,0,0,0,0,0.0
JAYCO,MELBOURNE CLASS C,2015-2022,2,0,0,0,0,0.0
HARLEY-DAVIDSON,NIGHTSTER (RH1250),2015-2022,3,0,0,0,0,0.0
PALOMINO,PUMA,2015-2022,2,0,0,0,0,0.0
MERCEDES-BENZ,C 350 E,2015-2022,2,0,0,0,0,0.0
HIGHLAND RIDGE TT,ULTRA LITE,2015-2022,1,0,0,0,0,0.0
FLEETWOOD,FRONTIER,2015-2022,3,0,0,0,0,0.0
GENUINE SCOOTER,NIU MQIGT EVO,2015-2022,3,0,0,0,0,0.0
KEYSTONE,ASPEN TRAIL,2015-2022,3,0,0,0,0,0.0
VITACCI,BULLET 25,2015-2022,1,0,0,0,0,0.0
THOMAS BUILT BUSES,SAF-T-LINER HDX,2015-2022,1,0,0,0,0,0.0
KZRV,SPORTSTER,2015-2022,1,0,0,0,0,0.0
QUALITY,CARGO TRAILER,2015-2022,2,0,0,0,0,0.0
AIRSTREAM,BAMBI,2015-2022,1,0,0,0,0,0.0
FOREST RIVER,AURORA,2015-2022,1,0,0,0,0,0.0
KZRV,SPREE,2015-2022,3,0,0,0,0,0.0
TOYOTA,REDUNDANT VENZA,2015-2022,1,0,0,0,0,0.0
ZERO,SR/S,2015-2022,2,0,0,0,0,0.0
HONDA,CRF1000LD,2015-2022,1,0,0,0,0,0.0
HYUNDAI,ELANTRA N,2015-2022,16,0,0,0,0,0.0
HOLIDAY HOUSE,18RB,2015-2022,4,0,0,0,0,0.0
D AND A CUSTOM,CUSTOM TRAILER,2015-2022,1,0,0,0,0,0.0
BMW,R 1250 RS,2015-2022,1,0,0,0,0,0.0
AIRSTREAM,TOMMY BAHAMA,2015-2022,1,0,0,0,0,0.0
XTREME OUTDOORS,LITTLE GUY MAX,2015-2022,2,0,0,0,0,0.0
TRAILSTAR,BOAT TRAILER,2015-2022,1,0,0,0,0,0.0
OSPREY CUSTOM,OC90,2015-2022,1,0,0,0,0,0.0
ENTEGRA,ETHOS,2015-2022,1,0,0,0,0,0.0
COACHMEN,CROSS COUNTRY,2015-2022,1,0,0,0,0,0.0
FREIGHTLINER,114SD,2015-2022,2,0,0,0,0,0.0
CARRY-ON,CARGO TRAILER,2015-2022,1,0,0,0,0,0.0
HOLIDAY HOUSE,24TB,2015-2022,1,0,0,0,0,0.0
ROADTREK,ZION SRT,2015-2022,1,0,0,0,0,0.0
AUDI,SQ7,2015-2022,12,0,0,0,0,0.0
FLEETWOOD,TERRA,2015-2022,1,0,0,0,0,0.0
HONDA,CRF1100 AFRICA TWIN,2015-2022,5,0,0,0,0,0.0
KEYSTONE,ATLAS,2015-2022,1,0,0,0,0,0.0
VOLVO,C40BEV,2015-2022,13,0,0,0,0,0.0
WINNEBAGO,SUNSTAR,2015-2022,3,0,0,0,0,0.0
HARLEY-DAVIDSON,FLTRKSE,2015-2022,1,0,0,0,0,0.0
ENTEGRA,ESTEEM,2015-2022,2,0,0,0,0,0.0
FCCC,MT45,2015-2022,1,0,0,0,0,0.0
FORD,F550,2015-2022,3,0,0,0,0,0.0
STONEWELL BODIES,MINI TRAILER,2015-2022,1,0,0,0,0,0.0
PLEASANT VALLEY,CIRRUS 620 TRUCK CAMPER,2015-2022,1,0,0,0,0,0.0
MERCEDES-BENZ,S 560,2015-2022,1,0,0,0,0,0.0
THOR MOTOR COACH,SANCTUARY,2015-2022,3,0,0,0,0,0.0
BLACKSERIES CAMPERS,PATRION,2015-2022,2,0,0,0,0,0.0
BLACK SERIES CAMPERS,BLACK SERIES CAMPER,2015-2022,1,0,0,0,0,0.0
BLACK SERIES CAMPERS,C12,2015-2022,1,0,0,0,0,0.0
AUDI,RS Q8,2015-2022,6,0,0,0,0,0.0
THOR MOTOR COACH,RIZE,2015-2022,7,0,0,0,0,0.0
BLUE BIRD,ALL AMERICAN SCHOOL BUS,2015-2022,6,0,0,0,0,0.0
ELITE TRAILER,GOOSENECK,2015-2022,1,0,0,0,0,0.0
HEARTLAND,TORQUE,2015-2022,1,0,0,0,0,0.0
ROUSH CLEANTECH,FORD E-450,2015-2022,1,0,0,0,0,0.0
WINNEBAGO,VOYAGE!,2015-2022,2,0,0,0,0,0.0
MERCEDES-BENZ,SLK250,2015-2022,4,0,0,0,0,0.0
CHEVROLET,SILVERADO 6500,2015-2022,2,0,0,0,0,0.0
BMW,640XI,2015-2022,8,0,0,0,0,0.0
YAMAHA,ZUMA 125,2015-2022,1,0,0,0,0,0.0
UTILITY TRAILER,VS2DC,2015-2022,2,0,0,0,0,0.0
THOMAS BUILT BUSES,MINOTOUR,2015-2022,1,0,0,0,0,0.0
KEYSTONE,AVALANCHE,2015-2022,3,0,0,0,0,0.0
BLUE BIRD,VISION SCHOOL BUS,2015-2022,1,0,0,0,0,0.0
JAYCO,SENECA PRESTIGE,2015-2022,1,0,0,0,0,0.0
CRUISER,STRYKER,2015-2022,1,0,0,0,0,0.0
AUDI,E-TRON SPORTBACK,2015-2022,20,0,0,0,0,0.0
YAMAHA,XTZ690,2015-2022,1,0,0,0,0,0.0
TRIUMPH,TIGER 1200 GT,2015-2022,1,0,0,0,0,0.0
ELDORADO MOBILITY,AMERIVAN,2015-2022,1,0,0,0,0,0.0
TRIUMPH,TRIDENT 660,2015-2022,3,0,0,0,0,0.0
RIVIAN,EDV,2015-2022,7,0,0,0,0,0.0
MERCEDES-MAYBACH,S 580,2015-2022,1,0,0,0,0,0.0
NISSAN,REDUNDANT PATHFINDER,2015-2022,5,0,0,0,0,0.0
KAWASAKI,VULCAN 1700 VOYAGER,2015-2022,1,0,0,0,0,0.0
APRILIA,RSV4,2015-2022,1,0,0,0,0,0.0
MERCEDES-BENZ,EQB 350 4MATIC,2015-2022,9,0,0,0,0,0.0
HONDA,CMX1100,2015-2022,5,0,0,0,0,0.0
GENESIS SUPREME,FIFTH WHEEL,2015-2022,2,0,0,0,0,0.0
KZRV,CAMPLITE,2015-2022,1,0,0,0,0,0.0
WINNEBAGO,INSPIRE,2015-2022,2,0,0,0,0,0.0
VAN HOOL,CX45,2015-2022,1,0,0,0,0,0.0
DRV,TRADITION,2015-2022,1,0,0,0,0,0.0
PLEASURE WAY,ASCENT,2015-2022,1,0,0,0,0,0.0
ELECTRAMECCANICA,SOLO G3,2015-2022,2,0,0,0,0,0.0
